"date","hits","keyword","geo","time","gprop","category","state"
2024-10-21,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-22,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-23,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-24,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-25,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-26,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-27,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-28,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-29,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-30,3,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-10-31,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-01,3,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-02,6,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-03,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-04,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-05,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-06,8,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-07,8,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-08,6,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-09,7,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-10,6,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-11,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-12,3,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-13,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-14,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-15,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-16,6,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-17,0,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-18,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-19,6,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-20,8,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-21,7,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-22,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-23,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-24,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-25,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-26,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-27,5,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-28,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-29,3,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-11-30,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-12-01,4,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-12-02,3,"transgender","US-WI","today 3-m","web",0,"US-WI"
2024-09-02,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-03,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-04,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-05,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-06,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-07,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-08,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-09,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-10,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-11,5,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-12,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-13,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-14,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-15,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-16,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-17,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-18,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-19,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-20,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-21,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-22,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-23,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-24,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-25,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-26,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-27,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-28,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-29,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-30,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-01,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-02,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-03,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-04,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-05,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-06,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-07,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-08,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-09,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-10,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-11,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-12,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-13,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-14,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-15,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-16,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-17,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-18,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-19,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-20,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-21,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-22,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-23,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-24,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-25,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-26,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-27,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-28,7,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-29,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-30,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-10-31,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-01,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-02,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-03,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-04,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-05,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-06,6,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-07,9,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-08,6,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-09,6,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-10,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-11,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-12,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-13,4,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-14,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-15,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-16,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-17,0,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-18,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-19,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-20,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-21,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-22,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-23,1,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-24,1,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-25,1,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-26,9,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-27,5,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-28,3,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-29,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-11-30,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-12-01,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-12-02,2,"tariff","US-WI","today 3-m","web",0,"US-WI"
2024-09-02,6,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-03,7,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-04,7,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-05,6,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-06,6,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-07,7,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-08,6,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-09,7,"abortion","US-WI","today 3-m","web",0,"US-WI"
2024-09-10,11,"abortion","US-WI","today 3-m","web",0,"US-WI"
